id,source,target,type
e22.413828477544506,n7,n7,arrow
e20.307260280356264,n7,n7,arrow
e9.34516586187066,n7,n7,arrow
e14.582457118845772,n7,n7,arrow
e8.929462349997884,n7,n7,arrow
e23.842262773020472,n7,n7,arrow
e16.682560358668265,n7,n7,arrow
e24.25457365250043,n7,n7,arrow
e33.893279718829426,n7,n7,arrow
e8.252299091480001,n7,n7,arrow
e7.1010092955433795,n7,n7,arrow
e15.572593932097837,n7,n7,arrow
e14.516005965615978,n7,n7,arrow
e36.005588187127316,n7,n7,arrow
e23.98620999248891,n7,n7,arrow
e19.94363620742963,n7,n7,arrow
e32.00324793211755,n7,n7,arrow
e15.369961330653378,n7,n7,arrow
e35.706609375906176,n7,n7,arrow
e8.769137650652327,n7,n7,arrow
e22.836245778418878,n7,n7,arrow
e22.684705985208872,n7,n7,arrow
e15.327343932823588,n7,n7,arrow
e13.26616554742407,n7,n7,arrow
e9.592438681792363,n7,n7,arrow
e33.18052325932255,n7,n7,arrow
e25.29958901406124,n7,n7,arrow
e30.26292711513174,n7,n7,arrow
e14.648840402996152,n7,n7,arrow
e32.23535615194885,n7,n7,arrow
e1.5109095182701482,n7,n7,arrow
e26.893118210140575,n7,n7,arrow
e32.23053869269069,n7,n7,arrow
e21.29273903342939,n7,n7,arrow
e23.492825579825467,n7,n7,arrow
e33.69274261516353,n7,n7,arrow
e2.955222471854923,n7,n7,arrow
e27.22517285716571,n7,n7,arrow
e17.96393561364564,n7,n7,arrow
e35.51711516721507,n7,n7,arrow
e19.331764744155954,n7,n7,arrow
e22.29921603359472,n7,n7,arrow
e29.320131437319336,n7,n7,arrow
e29.023364184965047,n7,n7,arrow
e28.217051920507934,n7,n7,arrow
e33.25208770364081,n7,n7,arrow
e3.7630554041202524,n7,n7,arrow
e11.434149385769885,n7,n7,arrow
e35.40297093727191,n7,n7,arrow
e12.120863262341542,n7,n7,arrow
e16.607355972967362,n7,n7,arrow
e36.3579853370234,n7,n7,arrow
e33.02796079568676,n7,n7,arrow
e28.079519458987377,n7,n7,arrow
e25.47070943915948,n7,n7,arrow
e34.83295028301098,n7,n7,arrow
e16.561875641713087,n7,n7,arrow
e20.84520287510384,n7,n7,arrow
e4.388946674642843,n7,n7,arrow
e26.904334660766843,n7,n7,arrow
e6.762484535975093,n7,n7,arrow
e29.517956792282583,n7,n7,arrow
e29.42263089432976,n7,n7,arrow
e1.2878858571518188,n7,n7,arrow
e28.236184789028542,n7,n7,arrow
e35.70760691170749,n7,n7,arrow
e16.36861982329893,n7,n7,arrow
e35.13670393178509,n7,n7,arrow
e12.80661799876319,n7,n7,arrow
e19.401374500794162,n7,n7,arrow
e18.510769910748508,n7,n7,arrow
e20.09440730463648,n7,n7,arrow
e5.611597845310638,n7,n7,arrow
e22.140830356552183,n7,n7,arrow
e9.85994781227283,n7,n7,arrow
e20.211326542431507,n7,n7,arrow
e22.88013329838169,n7,n7,arrow
e0.11600767223670583,n7,n7,arrow
e22.862436230725354,n7,n7,arrow
e5.071920676064813,n7,n7,arrow
e2.811085179263011,n7,n7,arrow
e18.414686820271168,n7,n7,arrow
e10.678690145291464,n7,n7,arrow
e23.27058700702066,n7,n7,arrow
e7.222004808001393,n7,n7,arrow
e6.192086257513369,n7,n7,arrow
e29.62615185340709,n7,n7,arrow
e27.93333180339283,n7,n7,arrow
e26.976399944676515,n7,n7,arrow
e34.40981771843252,n7,n7,arrow
e27.69005487540361,n7,n7,arrow
e1.5474577422609643,n7,n7,arrow
e28.142882566256667,n7,n7,arrow
e1.8141290537809576,n7,n7,arrow
e9.389432825157499,n7,n7,arrow
e24.608106876418017,n7,n7,arrow
e20.08527700714949,n7,n7,arrow
e29.103706724611644,n7,n7,arrow
e14.504955487180105,n7,n7,arrow
e1.7572972206481787,n7,n7,arrow
e6.456935347616283,n7,n7,arrow
e18.17494860865898,n7,n7,arrow
e12.638634175935742,n7,n7,arrow
e31.974030866120177,n7,n7,arrow
e32.6085910181435,n7,n7,arrow
e36.42903164109167,n7,n7,arrow
e15.0249196973154,n7,n7,arrow
e27.225085590394514,n7,n7,arrow
e2.574633971139023,n7,n7,arrow
e32.87156038625474,n7,n7,arrow
e15.429799619562248,n7,n7,arrow
e34.09043737109042,n7,n7,arrow
e31.852633224346764,n7,n7,arrow
e20.208440362109663,n7,n7,arrow
e19.30057555300073,n7,n7,arrow
e14.30882393400934,n7,n7,arrow
e0.8256120581358468,n8,n8,arrow
e6.678531835619972,n8,n8,arrow
e34.70737383288707,n8,n8,arrow
e5.175540597683471,n8,n8,arrow
e29.41153482670208,n8,n8,arrow
e18.392030310493045,n8,n8,arrow
e27.774474864001427,n8,n8,arrow
e15.106481047312151,n8,n8,arrow
e25.510908275796243,n8,n8,arrow
e25.446555037101465,n8,n8,arrow
e17.885378484928246,n8,n8,arrow
e2.3124516241616133,n8,n8,arrow
e4.862086832790889,n8,n8,arrow
e34.881481747662264,n8,n8,arrow
e11.905924836974817,n8,n8,arrow
e6.315083918350272,n8,n8,arrow
e22.78807190892719,n8,n8,arrow
e21.9389925054022,n8,n8,arrow
e25.484477364160615,n8,n8,arrow
e32.811643019980814,n8,n8,arrow
e16.375903259724858,n8,n8,arrow
e4.512579108912094,n8,n8,arrow
e30.537886556333188,n8,n8,arrow
e25.796178261933456,n8,n8,arrow
e31.52014210609578,n8,n8,arrow
e27.6486673904589,n8,n0,arrow
e20.62994657376204,n8,n8,arrow
e1.6319653620577022,n8,n8,arrow
e21.107875432135405,n8,n2,arrow
e6.314833767458975,n8,n8,arrow
e34.661569017149674,n8,n8,arrow
e29.77814778163609,n8,n8,arrow
e31.852165497227315,n8,n8,arrow
e10.388308310251032,n8,n8,arrow
e9.72535386686889,n8,n8,arrow
e36.8869202588141,n8,n3,arrow
e33.157090424330875,n8,n8,arrow
e22.652064849845118,n8,n8,arrow
e25.31345573918412,n8,n8,arrow
e32.66482978260513,n8,n8,arrow
e25.98956641741963,n8,n8,arrow
e9.215165079913039,n8,n8,arrow
e6.037982789484529,n8,n8,arrow
e1.193401054255584,n8,n8,arrow
e10.19822094005544,n8,n4,arrow
e32.315596173318205,n8,n8,arrow
e23.96308648757453,n8,n8,arrow
e32.468478310686685,n8,n8,arrow
e3.8129089339077495,n8,n8,arrow
e10.566829984350221,n8,n8,arrow
e23.673022291478276,n8,n8,arrow
e9.96785291087395,n8,n8,arrow
e12.899858290336725,n8,n8,arrow
e33.3685002709715,n8,n8,arrow
e3.228097269641137,n8,n8,arrow
e19.72939742265583,n8,n8,arrow
e3.9078698249353394,n8,n8,arrow
e23.025613487098898,n8,n8,arrow
e16.68359604433916,n8,n8,arrow
e8.938252528472631,n8,n8,arrow
e33.070441522288384,n8,n8,arrow
e14.971723092304195,n8,n8,arrow
e0.7846855842237292,n8,n8,arrow
e6.206097216918499,n8,n8,arrow
e29.313882193546632,n8,n8,arrow
e5.755120982320689,n8,n8,arrow
e7.924872877059739,n8,n8,arrow
e16.49244096613846,n8,n8,arrow
e26.394109480506287,n8,n8,arrow
e21.843779439114524,n8,n8,arrow
e8.09302843798085,n8,n8,arrow
e10.366798598180383,n8,n8,arrow
e16.431652168375667,n8,n8,arrow
e30.61328579402241,n8,n8,arrow
e10.909474228053162,n8,n8,arrow
e30.00240226145744,n8,n8,arrow
e10.805738059248704,n8,n8,arrow
e34.119628268074834,n8,n6,arrow
e7.091167400875613,n8,n8,arrow
e10.440510548736784,n8,n8,arrow
e15.349994138967508,n8,n8,arrow
e30.04195031904192,n8,n8,arrow
e24.662595417842937,n8,n8,arrow
e15.774329217164972,n8,n8,arrow
e12.96934001257706,n8,n8,arrow
e34.04495051957927,n8,n8,arrow
e36.76099201893722,n8,n8,arrow
e11.52996424138527,n8,n8,arrow
e35.0619333380845,n8,n8,arrow
e14.788172934137794,n8,n8,arrow
e10.673654589061263,n8,n8,arrow
e35.73311969953682,n8,n8,arrow
e23.71972317286382,n8,n8,arrow
e28.0286928498417,n8,n8,arrow
e12.502879535782172,n8,n8,arrow
e21.745817854372227,n8,n8,arrow
e26.49315998066664,n8,n8,arrow
e7.842055387514671,n8,n8,arrow
e12.473075331413156,n8,n8,arrow
e7.387483614151294,n8,n8,arrow
e22.251880077919488,n8,n8,arrow
e17.644052945916044,n8,n8,arrow
e28.447993630926003,n8,n8,arrow
e29.546417029218226,n8,n8,arrow
e8.1828494640929,n8,n8,arrow
e28.368196746428936,n8,n8,arrow
e23.881922448513805,n8,n8,arrow
e13.80411596974802,n8,n8,arrow
e34.74925107699314,n8,n8,arrow
e2.102202160699464,n8,n8,arrow
e23.238658394206812,n8,n8,arrow
e1.0645940877265065,n8,n8,arrow
e6.725362905693639,n8,n8,arrow
e7.930583682103916,n8,n8,arrow
e4.895033919352188,n8,n8,arrow
e33.415288107727186,n8,n8,arrow
e18.065283574072623,n8,n8,arrow
e14.803977384198012,n8,n8,arrow
e34.72782659488839,n8,n8,arrow
e10.493241425062122,n8,n8,arrow
e7.609604958361185,n8,n8,arrow
e21.636730625354517,n8,n8,arrow
e1.5700492487245843,n8,n8,arrow
e29.522710703269002,n8,n8,arrow
e28.59480351335707,n8,n8,arrow
e36.593291733956164,n8,n8,arrow
e19.203295611207636,n8,n8,arrow
e19.947861379726383,n8,n8,arrow
e33.136487538154476,n8,n8,arrow
e25.60462262676556,n8,n8,arrow
e11.256438134349882,n8,n8,arrow
e20.620954400270378,n8,n8,arrow
e24.51530639509881,n8,n8,arrow
e36.518781081695465,n8,n8,arrow
e7.960792484319578,n8,n8,arrow
e8.193407916314678,n8,n8,arrow
e1.2144574163343773,n8,n8,arrow
e13.933466608302123,n8,n8,arrow
e23.445378961135983,n8,n8,arrow
e34.10526968866963,n8,n8,arrow
e19.216851414799585,n8,n8,arrow
e11.609772979880484,n8,n8,arrow
e14.136824421350369,n8,n8,arrow
e32.794406245775455,n8,n8,arrow
e33.94163805630426,n8,n8,arrow
e10.535585382779862,n8,n8,arrow
e27.493797406401022,n8,n8,arrow
e33.580219307747306,n8,n8,arrow
e8.87148635630361,n8,n8,arrow
e1.0817744403560965,n8,n8,arrow
e24.40034780747645,n8,n8,arrow
e30.794026228750027,n8,n8,arrow
e6.045416073942353,n8,n8,arrow
e25.301282150088582,n8,n8,arrow
e26.664943747822214,n8,n8,arrow
e2.4599998572098762,n8,n8,arrow
e18.768294634625583,n8,n8,arrow
e4.7361104972127075,n8,n8,arrow
e18.650272561779172,n8,n8,arrow
e28.400369690900416,n8,n8,arrow
e26.166931412497494,n8,n8,arrow
e9.999600547509136,n8,n8,arrow
e34.92302975243545,n8,n8,arrow
e32.78085082507931,n8,n8,arrow
e9.105433881429791,n8,n8,arrow
e4.496780346207528,n8,n8,arrow
e28.154857781142095,n8,n8,arrow
e23.227473567787797,n8,n8,arrow
e35.3891318462497,n8,n8,arrow
e31.08143578919042,n8,n8,arrow
e36.46643785176845,n8,n8,arrow
e19.738477769971936,n8,n8,arrow
e5.85031757993012,n8,n8,arrow
e35.91597859064102,n8,n8,arrow
e35.99985249642657,n8,n8,arrow
e31.678460659077963,n8,n8,arrow
e27.964114364447305,n8,n8,arrow
e16.251051617210614,n8,n8,arrow
e12.127062327137113,n8,n8,arrow
e30.28542582588567,n8,n8,arrow
e35.57603527688426,n8,n8,arrow
e20.95242605981557,n8,n8,arrow
e31.472754336709308,n8,n8,arrow
e15.735332062488222,n8,n8,arrow
e9.37907733370677,n8,n8,arrow
e36.744982273811516,n8,n8,arrow
e28.819118881693832,n8,n8,arrow
e7.765464620558247,n8,n8,arrow
e29.539620069767224,n8,n8,arrow
e23.438793768664443,n8,n8,arrow
e27.197842912868797,n8,n8,arrow
e3.9306110816454867,n8,n8,arrow
e18.970439147570193,n8,n8,arrow
e31.801268260337253,n8,n8,arrow
e8.388144968004699,n8,n8,arrow
e29.007627998149406,n8,n8,arrow
e8.81260628249472,n8,n8,arrow
e12.127013593671071,n8,n8,arrow
e16.076937322751537,n8,n8,arrow
e8.86119083518243,n8,n8,arrow
e32.076548574128644,n8,n8,arrow
e25.95177677063771,n8,n8,arrow
e31.52610647208618,n8,n8,arrow
e36.724656792395685,n8,n8,arrow
e36.749526982393334,n8,n8,arrow
e25.658682587377108,n8,n8,arrow
e11.558937514917094,n8,n8,arrow
e7.927775116478682,n8,n8,arrow
e36.85769572570971,n8,n8,arrow
e30.83989457878701,n8,n8,arrow
e22.4767874359237,n8,n8,arrow
e27.10097729835596,n8,n8,arrow
e7.236296167152209,n8,n8,arrow
e23.513888457415938,n8,n8,arrow
e8.432482456673808,n8,n8,arrow
e13.344079238574789,n8,n8,arrow
e17.214368663394428,n8,n8,arrow
e15.708594860083007,n8,n8,arrow
e31.664789892791344,n8,n8,arrow
e8.923697060283406,n8,n8,arrow
e2.127874862252442,n8,n8,arrow
e16.724084692815016,n8,n8,arrow
e34.32569363609409,n8,n8,arrow
e17.716152818174148,n8,n8,arrow
e14.95497901874829,n8,n8,arrow
e29.291914773406862,n8,n8,arrow
e6.6225268735156115,n8,n8,arrow
e13.024161076082073,n8,n8,arrow
e3.7588095443060796,n8,n8,arrow
e29.702668716668256,n8,n8,arrow
e16.931344163712986,n8,n8,arrow
e3.2047712430507325,n8,n8,arrow
e5.502585975738516,n8,n8,arrow
e34.966471284422155,n8,n8,arrow
e24.964447797838123,n8,n8,arrow
e10.984639000199117,n8,n8,arrow
e35.56522237398463,n8,n8,arrow
e20.340925303173737,n8,n8,arrow
e20.66612667452931,n8,n8,arrow
e1.1651608636578215,n8,n8,arrow
e22.79960815365561,n8,n8,arrow
e25.36444121865321,n8,n8,arrow
e12.159689760242006,n8,n8,arrow
e3.6607266366281843,n8,n8,arrow
e33.57365473974972,n8,n8,arrow
e7.444810822125482,n8,n8,arrow
e9.269760480588356,n8,n8,arrow
e0.3957017613227911,n8,n8,arrow
e23.68831706955156,n8,n8,arrow
e21.79962547881216,n8,n8,arrow
e31.21388576588325,n8,n8,arrow
e6.9269377804795145,n8,n8,arrow
e24.61254760586061,n8,n8,arrow
e36.58337156480725,n8,n8,arrow
e17.511086469295762,n8,n8,arrow
e16.75390399263703,n8,n8,arrow
e32.512061883335775,n8,n8,arrow
e29.644345452183096,n8,n8,arrow
e9.272020943494,n8,n8,arrow
e30.39304067193999,n8,n8,arrow
e22.174268162193027,n8,n8,arrow
e35.41344330644616,n8,n8,arrow
e17.248104275808284,n8,n8,arrow
e35.193740850633034,n8,n8,arrow
e4.192971466488098,n8,n8,arrow
e26.988234977345652,n8,n8,arrow
e2.7286313747219575,n8,n8,arrow
e27.578357375034933,n8,n8,arrow
e31.05868483721901,n8,n8,arrow
e20.532247018208558,n8,n8,arrow
e30.16139862998505,n8,n8,arrow
e13.418524463825722,n8,n8,arrow
e34.68594335702726,n8,n8,arrow
e5.214071880706773,n8,n8,arrow
e4.859586882789305,n8,n8,arrow
e36.120989126479884,n8,n8,arrow
e12.284213840079694,n8,n8,arrow
e21.685429105575793,n8,n8,arrow
e14.167794652878612,n8,n8,arrow
e19.561531997948205,n8,n8,arrow
e29.701244993235022,n8,n8,arrow
e1.0624930173838232,n8,n8,arrow
e17.12484630768838,n8,n8,arrow
e1.6637179161711564,n8,n8,arrow
e4.732943208737136,n8,n8,arrow
e31.153078693000865,n8,n8,arrow
e20.77664949115549,n8,n8,arrow
e9.900163424709588,n8,n8,arrow
e0.7416018431187368,n8,n8,arrow
e11.9496906615629,n8,n8,arrow
e4.165939800876046,n8,n8,arrow
e29.894633556232414,n8,n8,arrow
e0.09812895220859397,n8,n8,arrow
e11.73013022280874,n8,n8,arrow
e3.6873207110096367,n8,n8,arrow
e30.83022141697043,n8,n8,arrow
e6.717839667795666,n8,n8,arrow
e12.502050850082936,n8,n8,arrow
e6.646322317889858,n8,n8,arrow
e12.131342600727663,n8,n8,arrow
e14.261671827266571,n8,n8,arrow
e25.940592453923053,n8,n8,arrow
e31.727118206390855,n8,n8,arrow
e11.730172707426314,n8,n8,arrow
e32.55231555835115,n8,n8,arrow
e6.486840308934914,n8,n8,arrow
e4.76290088949304,n8,n8,arrow
e11.253670491345531,n8,n8,arrow
e20.628914154734247,n8,n8,arrow
e4.693397737993557,n8,n8,arrow
e18.51242441224558,n8,n8,arrow
e0.6517607821910119,n8,n8,arrow
e30.154757909083582,n8,n8,arrow
e34.1122289776892,n8,n8,arrow
e7.783141599342788,n8,n8,arrow
e30.247534286418166,n8,n8,arrow
e24.361914552834474,n8,n8,arrow
e26.965831752402067,n8,n8,arrow
e33.11921516543565,n8,n8,arrow
e0.04865765789774046,n8,n8,arrow
e10.35764223922046,n8,n8,arrow
e13.33069801864684,n8,n8,arrow
e26.765363766481737,n8,n8,arrow
e30.448290574192843,n8,n8,arrow
e26.791679188174072,n8,n8,arrow
e0.1684072616473744,n8,n8,arrow
e15.305418114013307,n8,n8,arrow
e10.251813021511502,n8,n8,arrow
e18.502302180954352,n8,n8,arrow
e27.866353662905613,n8,n8,arrow
e4.53511312145835,n8,n8,arrow
e29.24172872065222,n8,n8,arrow
e9.022958583902028,n8,n8,arrow
e16.951378327652428,n8,n8,arrow
e22.809418511726083,n8,n8,arrow
e31.745782708195073,n8,n8,arrow
e20.40885876344326,n8,n8,arrow
e1.297077594507438,n8,n8,arrow
e33.32192421817596,n8,n8,arrow
e28.251471138748528,n8,n8,arrow
e6.455525841263022,n8,n8,arrow
e34.40015813859386,n8,n8,arrow
e12.0910442599423,n8,n8,arrow
e12.26111044698147,n8,n8,arrow
e18.106218473313376,n8,n8,arrow
e8.66161438036302,n8,n8,arrow
e8.62273554195454,n8,n8,arrow
e6.483454653709158,n8,n8,arrow
e34.603906542907296,n8,n8,arrow
e24.291419411504947,n8,n8,arrow
e9.552798218293654,n8,n8,arrow
e0.6746637501696655,n8,n8,arrow
e3.4567103018317162,n8,n8,arrow
e34.55707001292081,n8,n8,arrow
e2.969273265307498,n8,n8,arrow
e18.254662004460517,n8,n8,arrow
e33.54058431056697,n8,n8,arrow
e3.4884942915339563,n8,n8,arrow
e16.85796339952335,n8,n8,arrow
e5.764708396479936,n8,n8,arrow
e24.564085887192153,n8,n8,arrow
e31.563011047682977,n8,n8,arrow
e0.8613865728896231,n8,n8,arrow
e15.52272829245073,n8,n8,arrow
e26.791877146273574,n8,n8,arrow
e24.158442391355504,n8,n8,arrow
e19.908321131001752,n8,n8,arrow
e18.931603325982014,n8,n8,arrow
e22.804901998926326,n8,n8,arrow
e3.12987893546721,n8,n8,arrow
e9.357978536316587,n8,n8,arrow
e5.39493136140135,n8,n8,arrow
e14.999258090967258,n8,n8,arrow
e21.98502569958833,n8,n8,arrow
e0.8378501894560348,n8,n8,arrow
e18.53782710202143,n8,n8,arrow
e3.276419530528738,n8,n8,arrow
e14.720699920641223,n8,n8,arrow
e23.630419969308054,n8,n8,arrow
e8.48026911441792,n8,n8,arrow
e23.323309975054926,n8,n8,arrow
e7.113585075136395,n8,n8,arrow
e0.007136291256108596,n8,n8,arrow
e25.882197949103375,n8,n8,arrow
e4.356100864524544,n8,n8,arrow
e19.85391268014829,n8,n8,arrow
e1.459745866666374,n8,n8,arrow
e7.7803212175811005,n8,n8,arrow
e32.81760170211222,n8,n8,arrow
e16.156802583204943,n8,n8,arrow
e35.78925237443514,n8,n8,arrow
e0.8693476287971835,n8,n8,arrow
e11.91251239641355,n8,n8,arrow
e1.409012642961362,n8,n8,arrow
e11.725518981100201,n8,n8,arrow
e14.459298884235928,n8,n8,arrow
e7.267640911100374,n8,n8,arrow
e3.074520468647016,n8,n8,arrow
e11.191588154703714,n8,n8,arrow
e24.71757891205672,n8,n8,arrow
e21.36709090909881,n8,n8,arrow
e6.766797403262568,n8,n8,arrow
e17.764786677451696,n8,n8,arrow
e24.10565287063466,n8,n8,arrow
e9.700620138624519,n8,n8,arrow
e5.179676618419126,n8,n8,arrow
e8.266962849839397,n8,n8,arrow
e29.67038512382171,n8,n8,arrow
e23.117043996461252,n8,n8,arrow
e6.331895369050662,n8,n8,arrow
e31.40564308993172,n8,n8,arrow
e31.79660320561115,n8,n8,arrow
e12.891605002462228,n8,n8,arrow
e6.370800451231874,n8,n8,arrow
e3.037526947597057,n8,n8,arrow
e29.157813014151476,n8,n8,arrow
e21.360118225614006,n8,n8,arrow
e4.384712837168107,n8,n8,arrow
e2.333136013931613,n8,n8,arrow
e14.98040555669721,n8,n8,arrow
e32.97219116924296,n8,n8,arrow
e8.374522885283447,n8,n8,arrow
e14.04123561879989,n8,n8,arrow
e28.321043017624046,n8,n8,arrow
e6.867733957362879,n8,n8,arrow
e18.689914066826013,n8,n8,arrow
e18.22492678424389,n8,n8,arrow
e31.501272527521746,n8,n8,arrow
e4.5755474974314865,n8,n8,arrow
e7.7894437520553454,n8,n8,arrow
e36.69459037814144,n8,n8,arrow
e36.08829351762214,n8,n8,arrow
e28.901557630453958,n8,n8,arrow
e16.82412432686046,n8,n8,arrow
e17.759724504831002,n8,n8,arrow
e31.04150062738928,n8,n8,arrow
e18.84191939502466,n8,n8,arrow
e8.872899310456665,n8,n8,arrow
e10.583563787834288,n8,n8,arrow
e20.40627658102608,n8,n8,arrow
e28.815080165382664,n8,n8,arrow
e30.826694466305415,n8,n8,arrow
e14.10708165847722,n8,n8,arrow
e5.188374210784059,n8,n8,arrow
e33.701109204251715,n8,n8,arrow
e4.582043865508146,n8,n8,arrow
e28.703090851985927,n8,n8,arrow
e29.923215438838874,n8,n8,arrow
e3.8076717588422646,n8,n8,arrow
e25.827131957744395,n8,n8,arrow
e21.265241336681584,n8,n8,arrow
e1.0606668160938342,n8,n8,arrow
e19.80253820175334,n8,n8,arrow
e36.06116779688963,n8,n8,arrow
e35.14664525341045,n8,n8,arrow
e27.7396825027375,n8,n8,arrow
e31.008625807388242,n8,n8,arrow
e10.816423517391069,n8,n8,arrow
e18.31084569925928,n8,n8,arrow
e31.303166235710087,n8,n8,arrow
e31.347705216494806,n8,n8,arrow
e36.2135986244561,n8,n8,arrow
e35.79685240526618,n8,n8,arrow
e8.876638493635163,n8,n8,arrow
e21.140611018177545,n8,n8,arrow
e36.159006086946775,n8,n8,arrow
e20.446160339686102,n8,n8,arrow
e18.221965124057466,n8,n8,arrow
e36.390162979395036,n8,n8,arrow
e17.974379317917034,n8,n8,arrow
e32.65597039380425,n8,n8,arrow
e3.0196725000434927,n8,n8,arrow
e5.995868261734682,n8,n8,arrow
e11.80055673738418,n8,n8,arrow
e22.272509993871466,n8,n8,arrow
e2.1550483427506397,n8,n8,arrow
e5.163027584508914,n8,n8,arrow
e30.217459387796698,n8,n8,arrow
e17.856753217274274,n8,n8,arrow
e14.338052865233273,n8,n8,arrow
e11.263815375366448,n8,n8,arrow
e9.300808386291191,n8,n8,arrow
e28.422232382835425,n8,n8,arrow
e1.3625867555113058,n8,n8,arrow
e25.06594162668968,n8,n8,arrow
e17.544290706243636,n8,n8,arrow
e25.107621152799762,n8,n8,arrow
e21.741643421180083,n8,n8,arrow
e28.607482883904233,n8,n8,arrow
e25.736087844083862,n8,n8,arrow
e24.60723601398944,n8,n8,arrow
e18.362838620493278,n8,n8,arrow
e13.640483577130071,n8,n8,arrow
e28.721531119532244,n8,n8,arrow
e13.578135019100323,n8,n8,arrow
e16.228571896013044,n8,n8,arrow
e8.764653857945163,n8,n8,arrow
e5.2431377410870885,n8,n8,arrow
e9.85980084262135,n8,n8,arrow
e33.19475695656733,n8,n8,arrow
e33.41811446096071,n8,n8,arrow
e14.350663079299425,n8,n8,arrow
e10.228176831555805,n8,n8,arrow
e33.70557754204546,n8,n8,arrow
e33.71373306641533,n8,n8,arrow
e15.184380700310488,n8,n8,arrow
e18.221172492132236,n8,n8,arrow
e24.440038716732044,n8,n8,arrow
e33.713629275736835,n8,n8,arrow
e26.28347646302677,n8,n8,arrow
e3.5624679938359542,n8,n8,arrow
e28.49538100957993,n8,n8,arrow
e14.74048269005414,n8,n8,arrow
e21.377114311463803,n8,n8,arrow
e26.23168690569225,n8,n8,arrow
e33.15189608893875,n8,n8,arrow
e1.2728501490233581,n8,n8,arrow
e12.406857747909177,n8,n8,arrow
e5.560919764214466,n8,n8,arrow
e34.10147497904459,n8,n8,arrow
e25.042916467985453,n8,n8,arrow
e15.905118361700957,n8,n8,arrow
e4.273344250028096,n8,n8,arrow
e10.262734719400617,n8,n8,arrow
e10.377442868626009,n8,n8,arrow
e36.88722415493587,n8,n8,arrow
e8.697597192130548,n8,n8,arrow
e30.37435111032022,n8,n8,arrow
e25.12861100325528,n8,n8,arrow
e13.853534405164428,n8,n8,arrow
e26.95954505590633,n8,n8,arrow
e10.938645471357965,n8,n8,arrow
e4.058877115990385,n8,n8,arrow
e14.242066859550292,n8,n8,arrow
e2.5996787027949857,n8,n8,arrow
e17.13302446418195,n8,n8,arrow
e8.106932100275682,n8,n8,arrow
e16.601483672228653,n8,n8,arrow
e16.7233566894843,n8,n8,arrow
e14.656526360749785,n8,n8,arrow
e12.463136971197605,n8,n8,arrow
e18.47145794442116,n8,n8,arrow
e27.110884657636294,n8,n8,arrow
e8.444678951130859,n8,n8,arrow
e33.791067359914855,n8,n8,arrow
e31.468642980340302,n8,n8,arrow
e11.965341357062268,n8,n8,arrow
e18.487094606285936,n8,n8,arrow
e26.524560821909684,n8,n8,arrow
e12.991301663360526,n8,n8,arrow
e9.953062529128157,n8,n8,arrow
e9.414214530713565,n8,n8,arrow
e36.78047907520519,n8,n8,arrow
e2.727880455592981,n8,n8,arrow
e15.248612262174536,n8,n8,arrow
e24.3659853691301,n8,n8,arrow
e15.88179421343477,n8,n8,arrow
e13.232710211298093,n8,n8,arrow
e25.761934543196887,n8,n8,arrow
e25.732308750765494,n8,n8,arrow
e16.36132755136332,n8,n8,arrow
e2.73170929211979,n8,n8,arrow
e11.854568903029765,n8,n8,arrow
e10.6514162473172,n8,n8,arrow
e12.565035037886705,n8,n8,arrow
e10.524698945572325,n8,n8,arrow
e8.989629627035772,n8,n8,arrow
e6.739669832606841,n8,n8,arrow
e13.647904311254143,n8,n8,arrow
e23.620266333680366,n8,n8,arrow
e18.371053691145597,n8,n8,arrow
e2.1556510187915388,n8,n8,arrow
e13.394469919206628,n8,n8,arrow
e34.9950039506499,n8,n8,arrow
e31.648945408745156,n8,n8,arrow
e13.583297592938028,n8,n8,arrow
e16.915745387803916,n8,n8,arrow
e25.75045703965449,n8,n8,arrow
e35.63722113460129,n8,n8,arrow
e18.757124680164225,n8,n8,arrow
e32.67209634901921,n8,n8,arrow
e34.655547882994355,n8,n8,arrow
e35.69692796976093,n8,n8,arrow
e34.53704549049605,n8,n8,arrow
e11.940833931838808,n8,n8,arrow
e35.312450361383796,n8,n8,arrow
e16.606996793219505,n8,n8,arrow
e18.03677876584474,n8,n8,arrow
e15.508456248437195,n8,n8,arrow
e19.975334952119077,n8,n8,arrow
e19.423810157188722,n8,n8,arrow
e9.639852746092135,n8,n8,arrow
e20.83678020330381,n8,n8,arrow
e19.722819434261734,n8,n8,arrow
e29.21701738582015,n8,n8,arrow
e20.65566237142765,n8,n8,arrow
e7.796509937910496,n8,n8,arrow
e0.9549264209395836,n8,n8,arrow
e26.29578214925942,n8,n8,arrow
e13.71643261487725,n8,n8,arrow
e31.898735866020818,n8,n8,arrow
e30.83685920903043,n8,n8,arrow
e29.14176107730161,n8,n8,arrow
e29.787315480397627,n8,n8,arrow
e35.792679499803626,n8,n8,arrow
e26.655208384205913,n8,n8,arrow
e32.995368224275985,n8,n8,arrow
e35.000554468893995,n8,n8,arrow
e11.495926947435612,n8,n8,arrow
e23.85063508111008,n8,n8,arrow
e5.673978391726373,n8,n8,arrow
e14.326829340762348,n8,n8,arrow
e14.767030260174648,n8,n8,arrow
e0.6737783498486791,n8,n8,arrow
e2.2688535092646633,n8,n8,arrow
e3.845803522861384,n8,n8,arrow
e13.148724100952572,n8,n8,arrow
